#;Time;RL points;Agent name;Learning type;Won Episode;Episode time [s];Interest in enemy [%]
364;28.12.2021 01:15:11;-20,04506;Jack;Self play;Win;120;99%
365;28.12.2021 01:15:41;-28,80693;Madox;Self play;Fail;172;27%
366;28.12.2021 01:15:41;-26,00696;Jack;Self play;Win;172;27%
367;28.12.2021 01:16:34;-26,06001;Madox;Self play;Draw;299;36%
368;28.12.2021 01:16:34;-38,15936;Jack;Self play;Draw;299;36%
369;28.12.2021 01:17:01;-72,57621;Madox;Self play;Fail;147;99%
370;28.12.2021 01:17:01;-52,17701;Jack;Self play;Win;147;99%
371;28.12.2021 01:17:06;-19,73388;Madox;Self play;Win;28;94%
372;28.12.2021 01:17:06;-12,0338;Jack;Self play;Fail;28;94%
373;28.12.2021 01:18:03;-64,85754;Madox;Self play;Draw;299;100%
374;28.12.2021 01:18:03;-93,65649;Jack;Self play;Draw;299;100%
375;28.12.2021 01:18:55;-12,76005;Madox;Self play;Draw;300;0%
376;28.12.2021 01:18:55;-23,5603;Jack;Self play;Draw;300;0%
377;28.12.2021 01:19:49;-56,95814;Madox;Self play;Draw;300;99%
378;28.12.2021 01:19:49;-67,95735;Jack;Self play;Draw;300;99%
379;28.12.2021 01:20:03;-23,79907;Madox;Self play;Win;82;100%
380;28.12.2021 01:20:03;-37,199;Jack;Self play;Fail;82;100%
381;28.12.2021 01:20:29;-29,27297;Madox;Self play;Win;143;100%
382;28.12.2021 01:20:29;-38,47283;Jack;Self play;Fail;143;100%
383;28.12.2021 01:21:00;-18,20926;Madox;Self play;Win;174;26%
384;28.12.2021 01:21:00;-40,70898;Jack;Self play;Fail;174;26%
385;28.12.2021 01:21:16;-27,61252;Madox;Self play;Win;93;100%
386;28.12.2021 01:21:16;-26,6125;Jack;Self play;Fail;93;100%
387;28.12.2021 01:22:00;-32,59408;Madox;Self play;Win;245;43%
388;28.12.2021 01:22:00;-36,6938;Jack;Self play;Fail;245;43%
389;28.12.2021 01:22:52;-40,55899;Madox;Self play;Draw;299;100%
390;28.12.2021 01:22:52;-76,65762;Jack;Self play;Draw;299;100%
391;28.12.2021 01:23:03;-9,868807;Madox;Self play;Win;57;100%
392;28.12.2021 01:23:03;-23,26891;Jack;Self play;Fail;57;100%
393;28.12.2021 01:23:13;-11,86982;Madox;Self play;Win;58;100%
394;28.12.2021 01:23:13;-29,26994;Jack;Self play;Fail;58;100%
395;28.12.2021 01:24:11;-66,05724;Madox;Self play;Draw;299;100%
396;28.12.2021 01:24:11;-56,35803;Jack;Self play;Draw;299;100%
397;28.12.2021 01:25:04;-62,85768;Madox;Self play;Draw;300;72%
398;28.12.2021 01:25:04;-27,0604;Jack;Self play;Draw;300;7%
399;28.12.2021 01:25:18;-22,88972;Madox;Self play;Win;74;100%
400;28.12.2021 01:25:18;-13,28961;Jack;Self play;Fail;74;99%
401;28.12.2021 01:26:06;-74,80527;Madox;Self play;Win;256;33%
402;28.12.2021 01:26:06;-44,10724;Jack;Self play;Fail;256;33%
403;28.12.2021 01:26:13;-7,849162;Madox;Self play;Win;41;100%
404;28.12.2021 01:26:13;-12,2492;Jack;Self play;Fail;41;100%
405;28.12.2021 01:27:07;-52,45809;Madox;Self play;Draw;299;100%
406;28.12.2021 01:27:07;-59,75771;Jack;Self play;Draw;299;100%
407;28.12.2021 01:27:58;-54,65832;Madox;Self play;Draw;300;100%
408;28.12.2021 01:27:58;-47,25858;Jack;Self play;Draw;300;100%
409;28.12.2021 01:28:45;-83,65739;Madox;Self play;Draw;300;38%
410;28.12.2021 01:28:45;-78,55749;Jack;Self play;Draw;300;41%
411;28.12.2021 01:29:32;-48,15865;Madox;Self play;Draw;300;99%
412;28.12.2021 01:29:32;-64,85812;Jack;Self play;Draw;300;100%
413;28.12.2021 01:30:27;-63,75798;Madox;Self play;Draw;300;0%
414;28.12.2021 01:30:27;-27,56036;Jack;Self play;Draw;300;0%
415;28.12.2021 01:31:19;-42,25901;Madox;Self play;Draw;300;99%
416;28.12.2021 01:31:19;-53,55832;Jack;Self play;Draw;300;99%
417;28.12.2021 01:31:31;-15,08379;Madox;Self play;Fail;69;100%
418;28.12.2021 01:31:31;-27,18394;Jack;Self play;Win;69;100%
419;28.12.2021 01:32:00;-21,20161;Madox;Self play;Win;167;100%
420;28.12.2021 01:32:00;-49,80055;Jack;Self play;Fail;167;100%
421;28.12.2021 01:32:43;-46,89252;Madox;Self play;Win;244;84%
422;28.12.2021 01:32:43;-35,39333;Jack;Self play;Fail;244;100%
423;28.12.2021 01:33:11;-16,79527;Madox;Self play;Win;162;100%
424;28.12.2021 01:33:11;-43,59475;Jack;Self play;Fail;162;100%
425;28.12.2021 01:34:04;-58,35833;Madox;Self play;Draw;299;100%
426;28.12.2021 01:34:04;-37,95958;Jack;Self play;Draw;299;100%
427;28.12.2021 01:34:15;-49,6689;Madox;Self play;Win;57;97%
428;28.12.2021 01:34:15;-20,76929;Jack;Self play;Fail;57;97%
429;28.12.2021 01:34:35;-47,82946;Madox;Self play;Fail;108;100%
430;28.12.2021 01:34:36;-10,73004;Jack;Self play;Win;108;100%
431;28.12.2021 01:35:22;-73,25725;Madox;Self play;Draw;299;100%
432;28.12.2021 01:35:22;-49,05816;Jack;Self play;Draw;299;100%
433;28.12.2021 01:35:34;-46,49093;Madox;Self play;Win;76;100%
434;28.12.2021 01:35:34;-22,59131;Jack;Self play;Fail;76;100%
435;28.12.2021 01:35:45;-16,94505;Madox;Self play;Win;37;100%
436;28.12.2021 01:35:45;-8,744975;Jack;Self play;Fail;37;100%
437;28.12.2021 01:36:05;-28,24272;Madox;Self play;Win;118;87%
438;28.12.2021 01:36:05;-15,84275;Jack;Self play;Fail;118;87%
439;28.12.2021 01:36:17;-39,47173;Madox;Self play;Win;59;100%
440;28.12.2021 01:36:17;-12,9718;Jack;Self play;Fail;59;100%
441;28.12.2021 01:36:32;-29,49815;Madox;Self play;Win;81;100%
442;28.12.2021 01:36:32;-18,79809;Jack;Self play;Fail;81;100%
443;28.12.2021 01:36:53;-48,95519;Madox;Self play;Win;129;100%
444;28.12.2021 01:36:53;-18,8559;Jack;Self play;Fail;129;100%
445;28.12.2021 01:37:03;-12,17362;Madox;Self play;Fail;61;100%
446;28.12.2021 01:37:03;-8,973585;Jack;Self play;Win;61;100%
447;28.12.2021 01:37:53;-30,66029;Madox;Self play;Draw;299;93%
448;28.12.2021 01:37:53;-43,45834;Jack;Self play;Draw;299;93%
449;28.12.2021 01:38:43;-38,15909;Madox;Self play;Draw;300;100%
450;28.12.2021 01:38:43;-41,25928;Jack;Self play;Draw;300;87%
451;28.12.2021 01:39:34;-59,8577;Madox;Self play;Draw;300;59%
452;28.12.2021 01:39:34;-56,85785;Jack;Self play;Draw;300;57%
453;28.12.2021 01:40:22;-29,56042;Madox;Self play;Draw;300;100%
454;28.12.2021 01:40:22;-41,65921;Jack;Self play;Draw;300;99%
455;28.12.2021 01:41:12;-65,3578;Madox;Self play;Draw;300;40%
456;28.12.2021 01:41:12;-46,25863;Jack;Self play;Draw;300;43%
457;28.12.2021 01:41:36;-20,64136;Madox;Self play;Win;117;100%
458;28.12.2021 01:41:36;-22,44136;Jack;Self play;Fail;117;100%
459;28.12.2021 01:41:50;-12,89405;Madox;Self play;Win;78;100%
460;28.12.2021 01:41:50;-15,29399;Jack;Self play;Fail;78;100%
461;28.12.2021 01:42:43;-35,75932;Madox;Self play;Draw;299;100%
462;28.12.2021 01:42:43;-24,56005;Jack;Self play;Draw;299;85%
463;28.12.2021 01:42:55;-13,27863;Madox;Self play;Win;65;95%
464;28.12.2021 01:42:55;-17,07866;Jack;Self play;Fail;65;95%
465;28.12.2021 01:43:00;-6,534588;Madox;Self play;Fail;28;100%
466;28.12.2021 01:43:00;-3,934595;Jack;Self play;Win;28;100%
467;28.12.2021 01:43:50;-30,06028;Madox;Self play;Draw;299;100%
468;28.12.2021 01:43:50;-32,16026;Jack;Self play;Draw;299;87%
469;28.12.2021 01:44:36;-23,5603;Madox;Self play;Draw;300;100%
470;28.12.2021 01:44:36;-26,96034;Jack;Self play;Draw;300;99%
471;28.12.2021 01:44:53;-22,22499;Madox;Self play;Fail;103;100%
472;28.12.2021 01:44:53;-8,824789;Jack;Self play;Win;103;100%
473;28.12.2021 01:45:39;-35,65942;Madox;Self play;Draw;299;99%
474;28.12.2021 01:45:39;-29,66017;Jack;Self play;Draw;299;100%
475;28.12.2021 01:46:27;-46,05851;Madox;Self play;Draw;300;65%
476;28.12.2021 01:46:27;-33,86029;Jack;Self play;Draw;300;56%
477;28.12.2021 01:47:18;-25,96039;Madox;Self play;Draw;300;100%
478;28.12.2021 01:47:18;-40,05925;Jack;Self play;Draw;300;100%
479;28.12.2021 01:48:13;-48,95812;Madox;Self play;Draw;300;9%
480;28.12.2021 01:48:13;-35,35999;Jack;Self play;Draw;300;9%
481;28.12.2021 01:49:06;-32,96047;Madox;Self play;Draw;300;94%
482;28.12.2021 01:49:06;-26,76033;Jack;Self play;Draw;300;95%
483;28.12.2021 01:49:54;-15,36023;Madox;Self play;Draw;300;90%
484;28.12.2021 01:49:54;-19,46017;Jack;Self play;Draw;300;99%
485;28.12.2021 01:50:42;-14,56027;Madox;Self play;Draw;300;29%
486;28.12.2021 01:50:42;-15,86017;Jack;Self play;Draw;300;29%
487;28.12.2021 01:51:31;-40,85955;Madox;Self play;Draw;300;100%
488;28.12.2021 01:51:31;-28,96043;Jack;Self play;Draw;300;100%
489;28.12.2021 01:52:19;-61,25774;Madox;Self play;Draw;300;100%
490;28.12.2021 01:52:19;-27,4604;Jack;Self play;Draw;300;100%
491;28.12.2021 01:53:08;-75,05774;Madox;Self play;Draw;300;100%
492;28.12.2021 01:53:08;-21,1603;Jack;Self play;Draw;300;100%
493;28.12.2021 01:54:04;-66,45794;Madox;Self play;Draw;300;100%
494;28.12.2021 01:54:04;-20,06029;Jack;Self play;Draw;300;79%
495;28.12.2021 01:54:21;-39,52441;Madox;Self play;Fail;103;100%
496;28.12.2021 01:54:21;-4,824545;Jack;Self play;Win;103;99%
497;28.12.2021 01:55:12;-41,75885;Madox;Self play;Draw;299;100%
498;28.12.2021 01:55:12;-15,05988;Jack;Self play;Draw;299;96%
499;28.12.2021 01:55:23;-18,28268;Madox;Self play;Win;68;100%
500;28.12.2021 01:55:23;-6,982584;Jack;Self play;Fail;68;99%
501;28.12.2021 01:55:55;-33,84264;Madox;Self play;Win;202;77%
502;28.12.2021 01:55:55;-10,24247;Jack;Self play;Fail;202;77%
503;28.12.2021 01:56:16;-14,66238;Madox;Self play;Win;135;100%
504;28.12.2021 01:56:16;-11,06221;Jack;Self play;Fail;135;100%
505;28.12.2021 01:57:02;-45,3587;Madox;Self play;Draw;299;100%
506;28.12.2021 01:57:02;-18,1601;Jack;Self play;Draw;299;78%
507;28.12.2021 01:57:45;-9,235401;Madox;Self play;Win;279;100%
508;28.12.2021 01:57:45;-12,53547;Jack;Self play;Fail;279;99%
509;28.12.2021 01:58:30;-10,75007;Madox;Self play;Win;291;58%
510;28.12.2021 01:58:30;-18,45018;Jack;Self play;Fail;291;58%
511;28.12.2021 01:59:25;-9,959715;Madox;Self play;Draw;299;100%
512;28.12.2021 01:59:25;-11,5598;Jack;Self play;Draw;299;100%
513;28.12.2021 02:00:16;-10,85993;Madox;Self play;Draw;300;98%
514;28.12.2021 02:00:16;-15,76025;Jack;Self play;Draw;300;75%
515;28.12.2021 02:00:35;-12,137;Madox;Self play;Fail;114;100%
516;28.12.2021 02:00:35;-8,536993;Jack;Self play;Win;114;100%
517;28.12.2021 02:01:28;-25,25068;Madox;Self play;Win;291;84%
518;28.12.2021 02:01:28;-20,75053;Jack;Self play;Fail;291;70%
519;28.12.2021 02:02:15;-20,96012;Madox;Self play;Draw;299;100%
520;28.12.2021 02:02:15;-13,06002;Jack;Self play;Draw;299;100%
521;28.12.2021 02:03:04;-11,65998;Madox;Self play;Draw;300;100%
522;28.12.2021 02:03:04;-10,35992;Jack;Self play;Draw;300;100%
523;28.12.2021 02:03:50;-10,86007;Madox;Self play;Draw;300;100%
524;28.12.2021 02:03:50;-13,06018;Jack;Self play;Draw;300;100%
525;28.12.2021 02:04:36;-13,96013;Madox;Self play;Draw;300;78%
526;28.12.2021 02:04:36;-12,96007;Jack;Self play;Draw;300;78%
527;28.12.2021 02:05:34;-10,95989;Madox;Self play;Draw;300;80%
528;28.12.2021 02:05:34;-11,56004;Jack;Self play;Draw;300;80%
529;28.12.2021 02:06:21;-5,859976;Madox;Self play;Draw;300;100%
530;28.12.2021 02:06:21;-10,95988;Jack;Self play;Draw;300;100%
531;28.12.2021 02:07:08;-10,1599;Madox;Self play;Draw;300;100%
532;28.12.2021 02:07:08;-11,05992;Jack;Self play;Draw;300;100%
533;28.12.2021 02:07:54;-7,959885;Madox;Self play;Draw;300;100%
534;28.12.2021 02:07:54;-11,75999;Jack;Self play;Draw;300;100%
535;28.12.2021 02:08:41;-9,259815;Madox;Self play;Draw;300;100%
536;28.12.2021 02:08:41;-9,759877;Jack;Self play;Draw;300;100%
537;28.12.2021 02:09:33;-13,96023;Madox;Self play;Draw;300;0%
538;28.12.2021 02:09:33;-15,56023;Jack;Self play;Draw;300;0%
539;28.12.2021 02:10:27;-11,05992;Madox;Self play;Draw;300;99%
540;28.12.2021 02:10:27;-14,76008;Jack;Self play;Draw;300;99%
541;28.12.2021 02:11:23;-9,159876;Madox;Self play;Draw;300;100%
542;28.12.2021 02:11:23;-48,75895;Jack;Self play;Draw;300;100%
543;28.12.2021 02:12:12;-12,26;Madox;Self play;Draw;300;100%
544;28.12.2021 02:12:12;-49,85885;Jack;Self play;Draw;300;100%
545;28.12.2021 02:12:57;-12,26007;Madox;Self play;Draw;300;100%
546;28.12.2021 02:12:57;-51,45902;Jack;Self play;Draw;300;100%
547;28.12.2021 02:13:29;-4,344352;Madox;Self play;Win;203;100%
548;28.12.2021 02:13:29;-58,84285;Jack;Self play;Fail;203;100%
549;28.12.2021 02:14:18;-11,14367;Madox;Self play;Fail;286;100%
550;28.12.2021 02:14:18;-37,34284;Jack;Self play;Win;286;100%
551;28.12.2021 02:15:04;-10,09689;Madox;Self play;Fail;247;100%
552;28.12.2021 02:15:04;-24,29737;Jack;Self play;Win;247;100%
553;28.12.2021 02:15:58;-8,759586;Madox;Self play;Draw;299;100%
554;28.12.2021 02:15:58;-31,76026;Jack;Self play;Draw;299;100%
555;28.12.2021 02:16:53;-9,959899;Madox;Self play;Draw;300;100%
556;28.12.2021 02:16:53;-21,3604;Jack;Self play;Draw;300;100%
557;28.12.2021 02:17:45;-9,85985;Madox;Self play;Draw;300;98%
558;28.12.2021 02:17:45;-8,359781;Jack;Self play;Draw;300;98%
559;28.12.2021 02:18:37;-5,360008;Madox;Self play;Draw;300;100%
560;28.12.2021 02:18:37;-7,259858;Jack;Self play;Draw;300;100%
561;28.12.2021 02:19:23;-7,85978;Madox;Self play;Draw;300;100%
562;28.12.2021 02:19:23;-6,459928;Jack;Self play;Draw;300;100%
563;28.12.2021 02:20:10;-6,959849;Madox;Self play;Draw;300;100%
564;28.12.2021 02:20:10;-8,759798;Jack;Self play;Draw;300;100%
565;28.12.2021 02:20:56;-8,759761;Madox;Self play;Draw;300;99%
566;28.12.2021 02:20:56;-7,559841;Jack;Self play;Draw;300;99%
567;28.12.2021 02:21:45;-7,159849;Madox;Self play;Draw;300;100%
568;28.12.2021 02:21:45;-7,359788;Jack;Self play;Draw;300;100%
569;28.12.2021 02:22:38;-12,96008;Madox;Self play;Draw;300;99%
570;28.12.2021 02:22:38;-33,96021;Jack;Self play;Draw;300;100%
571;28.12.2021 02:23:31;-8,359778;Madox;Self play;Draw;300;0%
572;28.12.2021 02:23:31;-65,25774;Jack;Self play;Draw;300;0%
573;28.12.2021 02:24:19;-9,759906;Madox;Self play;Draw;300;99%
574;28.12.2021 02:24:19;-41,05933;Jack;Self play;Draw;300;99%
575;28.12.2021 02:25:11;-6,559901;Madox;Self play;Draw;300;100%
576;28.12.2021 02:25:11;-16,46041;Jack;Self play;Draw;300;100%
577;28.12.2021 02:26:01;-8,159845;Madox;Self play;Draw;300;95%
578;28.12.2021 02:26:01;-7,259805;Jack;Self play;Draw;300;95%
579;28.12.2021 02:26:50;-5,759966;Madox;Self play;Draw;300;100%
580;28.12.2021 02:26:50;-5,360008;Jack;Self play;Draw;300;100%
581;28.12.2021 02:27:37;-9,95998;Madox;Self play;Draw;300;0%
582;28.12.2021 02:27:37;-8,159716;Jack;Self play;Draw;300;0%
583;28.12.2021 02:28:31;-5,360008;Madox;Self play;Draw;300;99%
584;28.12.2021 02:28:31;-5,360008;Jack;Self play;Draw;300;99%
585;28.12.2021 02:29:23;-5,559967;Madox;Self play;Draw;300;100%
586;28.12.2021 02:29:23;-7,3598;Jack;Self play;Draw;300;100%
587;28.12.2021 02:30:11;-5,360008;Madox;Self play;Draw;300;100%
588;28.12.2021 02:30:11;-5,859963;Jack;Self play;Draw;300;100%
589;28.12.2021 02:30:57;-5,85997;Madox;Self play;Draw;300;100%
590;28.12.2021 02:30:57;-5,959939;Jack;Self play;Draw;300;100%
591;28.12.2021 02:31:44;-5,959915;Madox;Self play;Draw;300;100%
592;28.12.2021 02:31:44;-5,459964;Jack;Self play;Draw;300;100%
593;28.12.2021 02:32:34;-6,959846;Madox;Self play;Draw;300;99%
594;28.12.2021 02:32:34;-5,459964;Jack;Self play;Draw;300;99%
595;28.12.2021 02:33:24;-5,959944;Madox;Self play;Draw;300;100%
596;28.12.2021 02:33:24;-5,459964;Jack;Self play;Draw;300;100%
597;28.12.2021 02:34:16;-5,959964;Madox;Self play;Draw;300;100%
598;28.12.2021 02:34:16;-6,35989;Jack;Self play;Draw;300;100%
599;28.12.2021 02:35:05;-7,259803;Madox;Self play;Draw;300;91%
600;28.12.2021 02:35:05;-5,959916;Jack;Self play;Draw;300;91%
601;28.12.2021 02:35:55;-8,259756;Madox;Self play;Draw;300;45%
602;28.12.2021 02:35:55;-7,859831;Jack;Self play;Draw;300;45%
603;28.12.2021 02:36:41;-6,359886;Madox;Self play;Draw;300;100%
604;28.12.2021 02:36:41;-6,759854;Jack;Self play;Draw;300;100%
605;28.12.2021 02:37:26;-5,459964;Madox;Self play;Draw;300;100%
606;28.12.2021 02:37:26;-5,459964;Jack;Self play;Draw;300;100%
607;28.12.2021 02:38:12;-5,859971;Madox;Self play;Draw;300;100%
608;28.12.2021 02:38:12;-5,459964;Jack;Self play;Draw;300;100%
609;28.12.2021 02:39:01;-6,359894;Madox;Self play;Draw;300;88%
610;28.12.2021 02:39:01;-5,459964;Jack;Self play;Draw;300;88%
611;28.12.2021 02:39:59;-6,759844;Madox;Self play;Draw;300;100%
612;28.12.2021 02:39:59;-7,359805;Jack;Self play;Draw;300;100%
613;28.12.2021 02:40:49;-6,459881;Madox;Self play;Draw;300;100%
614;28.12.2021 02:40:49;-5,459964;Jack;Self play;Draw;300;100%
615;28.12.2021 02:41:34;-8,159729;Madox;Self play;Draw;300;0%
616;28.12.2021 02:41:34;-7,459804;Jack;Self play;Draw;300;0%
617;28.12.2021 02:42:24;-5,859979;Madox;Self play;Draw;300;69%
618;28.12.2021 02:42:24;-5,459964;Jack;Self play;Draw;300;69%
619;28.12.2021 02:43:12;-6,759844;Madox;Self play;Draw;300;100%
620;28.12.2021 02:43:12;-7,359795;Jack;Self play;Draw;300;100%
621;28.12.2021 02:43:59;-6,659871;Madox;Self play;Draw;300;100%
622;28.12.2021 02:43:59;-6,159917;Jack;Self play;Draw;300;100%
623;28.12.2021 02:44:44;-6,359886;Madox;Self play;Draw;300;100%
624;28.12.2021 02:44:44;-6,459897;Jack;Self play;Draw;300;100%
625;28.12.2021 02:45:35;-7,459794;Madox;Self play;Draw;300;100%
626;28.12.2021 02:45:35;-5,559968;Jack;Self play;Draw;300;100%
627;28.12.2021 02:46:29;-5,459964;Madox;Self play;Draw;300;85%
628;28.12.2021 02:46:29;-5,459964;Jack;Self play;Draw;300;85%
629;28.12.2021 02:47:22;-7,359783;Madox;Self play;Draw;300;70%
630;28.12.2021 02:47:22;-5,459964;Jack;Self play;Draw;300;70%
631;28.12.2021 02:48:09;-7,559793;Madox;Self play;Draw;300;100%
632;28.12.2021 02:48:09;-6,25992;Jack;Self play;Draw;300;100%
633;28.12.2021 02:48:58;-5,959937;Madox;Self play;Draw;300;91%
634;28.12.2021 02:48:58;-5,459964;Jack;Self play;Draw;300;91%
635;28.12.2021 02:49:47;-5,459964;Madox;Self play;Draw;300;100%
636;28.12.2021 02:49:47;-5,459964;Jack;Self play;Draw;300;100%
637;28.12.2021 02:50:32;-6,35987;Madox;Self play;Draw;300;100%
638;28.12.2021 02:50:32;-5,959935;Jack;Self play;Draw;300;100%
639;28.12.2021 02:51:24;-5,759972;Madox;Self play;Draw;300;100%
640;28.12.2021 02:51:24;-5,45997;Jack;Self play;Draw;300;100%
641;28.12.2021 02:52:15;-5,459964;Madox;Self play;Draw;300;100%
642;28.12.2021 02:52:15;-5,459964;Jack;Self play;Draw;300;100%
643;28.12.2021 02:53:09;-6,859844;Madox;Self play;Draw;300;98%
644;28.12.2021 02:53:09;-5,459964;Jack;Self play;Draw;300;98%
645;28.12.2021 02:54:02;-5,859968;Madox;Self play;Draw;300;100%
646;28.12.2021 02:54:02;-5,360006;Jack;Self play;Draw;300;100%
647;28.12.2021 02:54:52;-5,459964;Madox;Self play;Draw;300;81%
648;28.12.2021 02:54:52;-5,459964;Jack;Self play;Draw;300;81%
649;28.12.2021 02:55:39;-5,459964;Madox;Self play;Draw;300;100%
650;28.12.2021 02:55:39;-5,459964;Jack;Self play;Draw;300;100%
651;28.12.2021 02:56:27;-5,360002;Madox;Self play;Draw;300;80%
652;28.12.2021 02:56:27;-5,459964;Jack;Self play;Draw;300;80%
653;28.12.2021 02:57:19;-5,459964;Madox;Self play;Draw;300;99%
654;28.12.2021 02:57:19;-5,459964;Jack;Self play;Draw;300;99%
655;28.12.2021 02:58:11;-5,559969;Madox;Self play;Draw;300;79%
656;28.12.2021 02:58:11;-5,559969;Jack;Self play;Draw;300;79%
657;28.12.2021 02:58:58;-5,55997;Madox;Self play;Draw;300;0%
658;28.12.2021 02:58:58;-5,55997;Jack;Self play;Draw;300;0%
659;28.12.2021 02:59:43;-5,459975;Madox;Self play;Draw;300;99%
660;28.12.2021 02:59:43;-5,55997;Jack;Self play;Draw;300;99%
661;28.12.2021 03:00:29;-5,559969;Madox;Self play;Draw;300;100%
662;28.12.2021 03:00:29;-6,559925;Jack;Self play;Draw;300;100%
663;28.12.2021 03:01:16;-5,559969;Madox;Self play;Draw;300;100%
664;28.12.2021 03:01:16;-6,459906;Jack;Self play;Draw;300;100%
665;28.12.2021 03:02:04;-5,559969;Madox;Self play;Draw;300;100%
666;28.12.2021 03:02:04;-8,359759;Jack;Self play;Draw;300;100%
667;28.12.2021 03:02:57;-5,559969;Madox;Self play;Draw;300;99%
668;28.12.2021 03:02:57;-6,559894;Jack;Self play;Draw;300;99%
669;28.12.2021 03:03:51;-6,159925;Madox;Self play;Draw;300;100%
670;28.12.2021 03:03:51;-5,459964;Jack;Self play;Draw;300;100%
671;28.12.2021 03:04:42;-5,859971;Madox;Self play;Draw;300;100%
672;28.12.2021 03:04:42;-5,459964;Jack;Self play;Draw;300;100%
673;28.12.2021 03:05:33;-5,55997;Madox;Self play;Draw;300;99%
674;28.12.2021 03:05:33;-5,559969;Jack;Self play;Draw;300;99%
675;28.12.2021 03:06:22;-5,55997;Madox;Self play;Draw;300;98%
676;28.12.2021 03:06:22;-5,55997;Jack;Self play;Draw;300;98%
677;28.12.2021 03:07:08;-5,959926;Madox;Self play;Draw;300;100%
678;28.12.2021 03:07:08;-6,859836;Jack;Self play;Draw;300;100%
679;28.12.2021 03:07:53;-5,55997;Madox;Self play;Draw;300;90%
680;28.12.2021 03:07:53;-5,959928;Jack;Self play;Draw;300;90%
681;28.12.2021 03:08:46;-5,55997;Madox;Self play;Draw;300;99%
682;28.12.2021 03:08:46;-6,559882;Jack;Self play;Draw;300;99%
683;28.12.2021 03:09:40;-5,659969;Madox;Self play;Draw;300;100%
684;28.12.2021 03:09:40;-5,759971;Jack;Self play;Draw;300;100%
685;28.12.2021 03:10:31;-5,559969;Madox;Self play;Draw;300;99%
686;28.12.2021 03:10:31;-5,55997;Jack;Self play;Draw;300;99%
687;28.12.2021 03:11:21;-5,559969;Madox;Self play;Draw;300;98%
688;28.12.2021 03:11:21;-5,55997;Jack;Self play;Draw;300;98%
