#;Time;RL points;Agent name;Learning type;Won episode;Episode iterations;Episode time [s];Interest in enemy [%]
350;31.12.2021 07:34:31;-84,19746;Jack;Self play;Fail;4;1008;59%
351;31.12.2021 07:34:34;2,030003;Madox;Self play;Win;1;19;78%
352;31.12.2021 07:34:34;-6,757501;Jack;Self play;Fail;1;19;78%
353;31.12.2021 07:35:36;-39,21429;Madox;Self play;Fail;2;348;25%
354;31.12.2021 07:35:36;-30,01976;Jack;Self play;Win;2;348;19%
355;31.12.2021 07:35:41;-10,13001;Madox;Self play;Fail;1;30;100%
356;31.12.2021 07:35:41;6,617496;Jack;Self play;Win;1;30;100%
357;31.12.2021 07:36:02;-13,63349;Madox;Self play;Fail;1;115;100%
358;31.12.2021 07:36:02;-6,228452;Jack;Self play;Win;1;115;100%
359;31.12.2021 07:36:13;5,201003;Madox;Self play;Win;1;60;53%
360;31.12.2021 07:36:13;-12,38001;Jack;Self play;Fail;1;60;53%
361;31.12.2021 07:36:14;-1,094997;Madox;Self play;Win;1;7;100%
362;31.12.2021 07:36:14;-4,164998;Jack;Self play;Fail;1;7;100%
363;31.12.2021 07:37:27;-37,87792;Madox;Self play;Win;2;407;89%
364;31.12.2021 07:37:27;-37,60363;Jack;Self play;Fail;2;407;29%
365;31.12.2021 07:37:34;-8,450001;Madox;Self play;Fail;1;35;100%
366;31.12.2021 07:37:34;0,9040067;Jack;Self play;Win;1;35;100%
367;31.12.2021 07:37:46;-6,993442;Madox;Self play;Win;1;62;100%
368;31.12.2021 07:37:46;-5,398993;Jack;Self play;Fail;1;62;100%
369;31.12.2021 07:37:49;2,656254;Madox;Self play;Win;1;16;100%
370;31.12.2021 07:37:49;-7,645007;Jack;Self play;Fail;1;16;100%
371;31.12.2021 07:38:04;-11,45252;Madox;Self play;Fail;1;91;22%
372;31.12.2021 07:38:04;-4,110023;Jack;Self play;Win;1;91;22%
373;31.12.2021 07:39:51;-27,55019;Madox;Self play;Win;2;535;61%
374;31.12.2021 07:39:51;-52,48426;Jack;Self play;Fail;2;535;61%
375;31.12.2021 07:42:12;-45,94108;Madox;Self play;Win;3;669;57%
376;31.12.2021 07:42:12;-64,42616;Jack;Self play;Fail;3;669;82%
377;31.12.2021 07:45:09;-59,91659;Madox;Self play;Win;4;947;70%
378;31.12.2021 07:45:09;-72,73952;Jack;Self play;Fail;4;947;69%
379;31.12.2021 07:45:23;-3,490023;Madox;Self play;Win;1;76;27%
380;31.12.2021 07:45:23;-11,39502;Jack;Self play;Fail;1;76;27%
381;31.12.2021 07:46:28;-29,23769;Madox;Self play;Win;2;360;99%
382;31.12.2021 07:46:28;-15,55512;Jack;Self play;Fail;2;360;21%
383;31.12.2021 07:46:47;-12,69002;Madox;Self play;Fail;1;101;100%
384;31.12.2021 07:46:47;-3,321795;Jack;Self play;Win;1;101;71%
385;31.12.2021 07:49:08;-73,1543;Madox;Self play;Win;3;681;62%
386;31.12.2021 07:49:08;-69,69827;Jack;Self play;Fail;3;681;62%
387;31.12.2021 07:50:22;-35,71746;Madox;Self play;Win;2;422;28%
388;31.12.2021 07:50:22;-44,089;Jack;Self play;Fail;2;422;28%
389;31.12.2021 07:50:54;-4,19757;Madox;Self play;Win;1;175;49%
390;31.12.2021 07:50:54;-19,60752;Jack;Self play;Fail;1;175;49%
391;31.12.2021 07:51:03;-8,64752;Madox;Self play;Fail;1;49;53%
392;31.12.2021 07:51:03;0,6000025;Jack;Self play;Win;1;49;53%
393;31.12.2021 07:51:30;7,639724;Madox;Self play;Win;1;148;100%
394;31.12.2021 07:51:30;-23,03496;Jack;Self play;Fail;1;148;100%
395;31.12.2021 07:52:20;3,426505;Madox;Self play;Win;1;262;82%
396;31.12.2021 07:52:20;-28,66001;Jack;Self play;Fail;1;262;100%
397;31.12.2021 07:53:55;-42,97474;Madox;Self play;Fail;2;498;99%
398;31.12.2021 07:53:55;-29,86568;Jack;Self play;Win;2;498;99%
399;31.12.2021 07:54:02;-6,735006;Madox;Self play;Fail;1;18;100%
400;31.12.2021 07:54:02;-0,08899438;Jack;Self play;Win;1;18;100%
401;31.12.2021 07:55:15;-15,11207;Madox;Self play;Fail;2;354;100%
402;31.12.2021 07:55:15;-29,86398;Jack;Self play;Win;2;354;100%
403;31.12.2021 07:55:51;-10,96557;Madox;Self play;Fail;1;176;100%
404;31.12.2021 07:55:51;-13,24381;Jack;Self play;Win;1;176;100%
405;31.12.2021 07:56:58;-11,08429;Madox;Self play;Win;2;319;25%
406;31.12.2021 07:56:58;-29,32506;Jack;Self play;Fail;2;319;63%
407;31.12.2021 07:58:53;-55,23508;Madox;Self play;Fail;3;654;99%
408;31.12.2021 07:58:53;-26,66727;Jack;Self play;Win;3;654;87%
409;31.12.2021 08:00:57;-56,87722;Madox;Self play;Win;3;632;48%
410;31.12.2021 08:00:57;-56,41673;Jack;Self play;Fail;3;632;21%
411;31.12.2021 08:01:01;-6,515007;Madox;Self play;Fail;1;19;100%
412;31.12.2021 08:01:01;-1,927494;Jack;Self play;Win;1;19;100%
413;31.12.2021 08:03:18;-48,21741;Madox;Self play;Win;3;694;51%
414;31.12.2021 08:03:18;-50,35686;Jack;Self play;Fail;3;694;70%
415;31.12.2021 08:04:17;-24,19027;Madox;Self play;Win;2;315;100%
416;31.12.2021 08:04:17;-32,08614;Jack;Self play;Fail;2;315;100%
417;31.12.2021 08:04:22;2,298005;Madox;Self play;Win;1;25;100%
418;31.12.2021 08:04:22;-7,865;Jack;Self play;Fail;1;25;100%
419;31.12.2021 08:06:34;-51,38121;Madox;Self play;Fail;3;709;100%
420;31.12.2021 08:06:34;-45,96728;Jack;Self play;Win;3;709;100%
421;31.12.2021 08:07:42;-26,90994;Madox;Self play;Win;2;331;99%
422;31.12.2021 08:07:42;-11,07581;Jack;Self play;Fail;2;331;99%
423;31.12.2021 08:08:06;-0,03250599;Madox;Self play;Win;1;122;63%
424;31.12.2021 08:08:06;-18,67505;Jack;Self play;Fail;1;122;63%
425;31.12.2021 08:08:41;-12,17356;Madox;Self play;Win;1;177;24%
426;31.12.2021 08:08:41;-16,96504;Jack;Self play;Fail;1;177;33%
427;31.12.2021 08:10:17;-20,87313;Madox;Self play;Win;2;504;17%
428;31.12.2021 08:10:17;-57,69896;Jack;Self play;Fail;2;504;100%
429;31.12.2021 08:10:44;1,606007;Madox;Self play;Win;1;136;90%
430;31.12.2021 08:10:44;-15,53179;Jack;Self play;Fail;1;136;100%
431;31.12.2021 08:10:51;-9,02502;Madox;Self play;Fail;1;36;100%
432;31.12.2021 08:10:51;-2,875132;Jack;Self play;Win;1;36;100%
433;31.12.2021 08:11:52;0,5825121;Madox;Self play;Win;2;341;95%
434;31.12.2021 08:11:52;-21,11016;Jack;Self play;Fail;2;341;100%
435;31.12.2021 08:11:54;-3,975247;Madox;Self play;Fail;1;12;100%
436;31.12.2021 08:11:54;-0,6124972;Jack;Self play;Win;1;12;100%
437;31.12.2021 08:12:02;-14,03502;Madox;Self play;Fail;1;41;100%
438;31.12.2021 08:12:02;10,37199;Jack;Self play;Win;1;41;100%
439;31.12.2021 08:12:29;-12,58342;Madox;Self play;Win;1;137;43%
440;31.12.2021 08:12:29;-15,05759;Jack;Self play;Fail;1;137;45%
441;31.12.2021 08:13:51;-26,78263;Madox;Self play;Fail;2;448;79%
442;31.12.2021 08:13:51;-23,79273;Jack;Self play;Win;2;448;79%
443;31.12.2021 08:15:53;-65,37978;Madox;Self play;Win;3;629;4%
444;31.12.2021 08:15:53;-73,30003;Jack;Self play;Fail;3;629;4%
445;31.12.2021 08:15:58;0,9500055;Madox;Self play;Win;1;21;100%
446;31.12.2021 08:15:58;-7,785011;Jack;Self play;Fail;1;21;100%
447;31.12.2021 08:16:02;2,020005;Madox;Self play;Win;1;19;100%
448;31.12.2021 08:16:02;-7,820016;Jack;Self play;Fail;1;19;100%
449;31.12.2021 08:16:33;-6,070036;Madox;Self play;Win;1;174;36%
450;31.12.2021 08:16:33;-10,13499;Jack;Self play;Fail;1;174;68%
451;31.12.2021 08:16:41;-10,91001;Madox;Self play;Fail;1;49;100%
452;31.12.2021 08:16:41;1,257005;Jack;Self play;Win;1;49;100%
453;31.12.2021 08:17:00;-9,538525;Madox;Self play;Fail;1;96;50%
454;31.12.2021 08:17:00;-3,911532;Jack;Self play;Win;1;96;57%
455;31.12.2021 08:17:46;0,4992363;Madox;Self play;Win;1;261;30%
456;31.12.2021 08:17:46;-19,18505;Jack;Self play;Fail;1;261;100%
457;31.12.2021 08:18:10;-10,80125;Madox;Self play;Fail;1;122;100%
458;31.12.2021 08:18:10;-2,724055;Jack;Self play;Win;1;122;100%
459;31.12.2021 08:18:22;-2,639999;Madox;Self play;Win;1;68;100%
460;31.12.2021 08:18:22;-10,82001;Jack;Self play;Fail;1;68;100%
461;31.12.2021 08:18:29;-7,640002;Madox;Self play;Fail;1;36;100%
462;31.12.2021 08:18:29;5,052503;Jack;Self play;Win;1;36;100%
463;31.12.2021 08:19:10;-23,10998;Madox;Self play;Fail;1;216;100%
464;31.12.2021 08:19:10;-1,439617;Jack;Self play;Win;1;216;100%
465;31.12.2021 08:20:25;-42,38334;Madox;Self play;Fail;2;402;100%
466;31.12.2021 08:20:25;-19,87584;Jack;Self play;Win;2;402;100%
467;31.12.2021 08:21:21;-23,48086;Madox;Self play;Fail;1;268;100%
468;31.12.2021 08:21:21;-0,219736;Jack;Self play;Win;1;268;99%
469;31.12.2021 08:21:24;-5,554998;Madox;Self play;Fail;1;13;100%
470;31.12.2021 08:21:24;-1,524997;Jack;Self play;Win;1;13;100%
471;31.12.2021 08:21:28;0,3675058;Madox;Self play;Win;1;20;100%
472;31.12.2021 08:21:28;-5,409998;Jack;Self play;Fail;1;20;100%
473;31.12.2021 08:21:47;0,8200068;Madox;Self play;Win;1;89;94%
474;31.12.2021 08:21:47;-10,135;Jack;Self play;Fail;1;89;100%
475;31.12.2021 08:21:51;-5,429999;Madox;Self play;Fail;1;17;100%
476;31.12.2021 08:21:51;1,194255;Jack;Self play;Win;1;17;100%
477;31.12.2021 08:21:54;-5,694998;Madox;Self play;Fail;1;13;100%
478;31.12.2021 08:21:54;0,3650045;Jack;Self play;Win;1;13;100%
479;31.12.2021 08:22:08;-14,99003;Madox;Self play;Fail;1;63;100%
480;31.12.2021 08:22:08;3,355759;Jack;Self play;Win;1;63;100%
481;31.12.2021 08:22:32;1,250007;Madox;Self play;Win;1;121;96%
482;31.12.2021 08:22:32;-17,04502;Jack;Self play;Fail;1;121;100%
483;31.12.2021 08:23:30;-20,59793;Madox;Self play;Fail;2;330;29%
484;31.12.2021 08:23:30;-33,48876;Jack;Self play;Win;2;330;99%
485;31.12.2021 08:23:36;1,052506;Madox;Self play;Win;1;29;100%
486;31.12.2021 08:23:36;-5,264998;Jack;Self play;Fail;1;29;100%
487;31.12.2021 08:23:41;1,160006;Madox;Self play;Win;1;24;100%
488;31.12.2021 08:23:41;-6,304997;Jack;Self play;Fail;1;24;100%
489;31.12.2021 08:24:01;-17,81004;Madox;Self play;Fail;1;102;94%
490;31.12.2021 08:24:01;5,902982;Jack;Self play;Win;1;102;94%
491;31.12.2021 08:25:13;-47,87933;Madox;Self play;Fail;2;381;21%
492;31.12.2021 08:25:13;-24,46451;Jack;Self play;Win;2;381;9%
493;31.12.2021 08:25:19;-10,40506;Madox;Self play;Fail;1;26;100%
494;31.12.2021 08:25:19;1,612256;Jack;Self play;Win;1;26;100%
495;31.12.2021 08:25:23;2,857504;Madox;Self play;Win;1;20;100%
496;31.12.2021 08:25:23;-5,689999;Jack;Self play;Fail;1;20;100%
497;31.12.2021 08:25:26;0,3120057;Madox;Self play;Win;1;18;100%
498;31.12.2021 08:25:26;-7,055002;Jack;Self play;Fail;1;18;100%
499;31.12.2021 08:29:38;-82,64488;Madox;Self play;Fail;5;1280;56%
500;31.12.2021 08:29:38;-101,6148;Jack;Self play;Win;5;1280;60%
501;31.12.2021 08:30:48;-7,099714;Madox;Self play;Win;2;374;95%
502;31.12.2021 08:30:48;-20,5759;Jack;Self play;Fail;2;374;95%
503;31.12.2021 08:30:52;-5,249998;Madox;Self play;Fail;1;17;100%
504;31.12.2021 08:30:52;0,1295055;Jack;Self play;Win;1;17;100%
505;31.12.2021 08:30:54;-5,309998;Madox;Self play;Fail;1;11;100%
506;31.12.2021 08:30:54;-0,0274967;Jack;Self play;Win;1;11;100%
507;31.12.2021 08:31:02;5,561504;Madox;Self play;Win;1;43;100%
508;31.12.2021 08:31:02;-10,285;Jack;Self play;Fail;1;43;100%
509;31.12.2021 08:32:33;-33,08619;Madox;Self play;Win;2;501;73%
510;31.12.2021 08:32:33;-58,70463;Jack;Self play;Fail;2;501;73%
511;31.12.2021 08:32:48;-11,255;Madox;Self play;Fail;1;82;100%
512;31.12.2021 08:32:48;0,3732009;Jack;Self play;Win;1;82;100%
513;31.12.2021 08:32:53;-7,700002;Madox;Self play;Fail;1;30;100%
514;31.12.2021 08:32:53;3,224256;Jack;Self play;Win;1;30;100%
515;31.12.2021 08:34:07;-25,37553;Madox;Self play;Win;2;413;99%
516;31.12.2021 08:34:07;-37,43604;Jack;Self play;Fail;2;413;99%
517;31.12.2021 08:35:20;-21,41222;Madox;Self play;Fail;2;329;99%
518;31.12.2021 08:35:20;-17,98725;Jack;Self play;Win;2;329;99%
519;31.12.2021 08:35:23;-1,627503;Madox;Self play;Win;1;12;100%
520;31.12.2021 08:35:23;-4,264998;Jack;Self play;Fail;1;12;100%
521;31.12.2021 08:35:39;-11,96501;Madox;Self play;Fail;1;76;100%
522;31.12.2021 08:35:39;6,778486;Jack;Self play;Win;1;76;100%
523;31.12.2021 08:35:46;3,630005;Madox;Self play;Win;1;35;100%
524;31.12.2021 08:35:46;-7,470002;Jack;Self play;Fail;1;35;100%
525;31.12.2021 08:35:52;-5,549998;Madox;Self play;Fail;1;26;100%
526;31.12.2021 08:35:52;3,127254;Jack;Self play;Win;1;26;100%
527;31.12.2021 08:37:09;-29,07276;Madox;Self play;Fail;2;404;46%
528;31.12.2021 08:37:09;-10,65566;Jack;Self play;Win;2;404;88%
529;31.12.2021 08:37:14;1,157256;Madox;Self play;Win;1;23;100%
530;31.12.2021 08:37:14;-6,075;Jack;Self play;Fail;1;23;100%
531;31.12.2021 08:38:27;-28,68769;Madox;Self play;Fail;2;402;72%
532;31.12.2021 08:38:27;-11,25272;Jack;Self play;Win;2;402;100%
533;31.12.2021 08:40:32;-40,90049;Madox;Self play;Fail;3;683;67%
534;31.12.2021 08:40:32;-30,21542;Jack;Self play;Win;3;683;99%
535;31.12.2021 08:41:01;-12,66476;Madox;Self play;Fail;1;163;83%
536;31.12.2021 08:41:01;0,5182239;Jack;Self play;Win;1;163;83%
537;31.12.2021 08:41:05;2,082505;Madox;Self play;Win;1;24;99%
538;31.12.2021 08:41:05;-5,479999;Jack;Self play;Fail;1;24;100%
539;31.12.2021 08:42:32;-28,9965;Madox;Self play;Fail;2;408;39%
540;31.12.2021 08:42:32;-21,85149;Jack;Self play;Win;2;408;71%
541;31.12.2021 08:44:34;-60,48492;Madox;Self play;Win;3;661;55%
542;31.12.2021 08:44:34;-54,49816;Jack;Self play;Fail;3;661;13%
543;31.12.2021 08:44:42;-8,864998;Madox;Self play;Fail;1;39;100%
544;31.12.2021 08:44:42;7,081253;Jack;Self play;Win;1;39;100%
545;31.12.2021 08:45:53;-20,44524;Madox;Self play;Win;2;382;55%
546;31.12.2021 08:45:53;-20,0412;Jack;Self play;Fail;2;382;90%
547;31.12.2021 08:46:31;-23,91511;Madox;Self play;Fail;1;198;15%
548;31.12.2021 08:46:31;-13,32509;Jack;Self play;Win;1;198;15%
549;31.12.2021 08:47:33;-2,23767;Madox;Self play;Win;2;328;100%
550;31.12.2021 08:47:33;-20,25639;Jack;Self play;Fail;2;328;100%
551;31.12.2021 08:48:34;-1,702087;Madox;Self play;Win;1;296;55%
552;31.12.2021 08:48:34;-31,88752;Jack;Self play;Fail;1;296;55%
553;31.12.2021 08:49:26;-21,5956;Madox;Self play;Fail;1;261;45%
554;31.12.2021 08:49:26;-17,60261;Jack;Self play;Win;1;261;45%
555;31.12.2021 08:50:52;-23,5829;Madox;Self play;Win;2;429;78%
556;31.12.2021 08:50:52;-31,44031;Jack;Self play;Fail;2;429;95%
557;31.12.2021 08:51:23;0,8749785;Madox;Self play;Win;1;162;38%
558;31.12.2021 08:51:23;-20,40252;Jack;Self play;Fail;1;162;38%
559;31.12.2021 08:53:18;-51,32434;Madox;Self play;Fail;3;624;99%
560;31.12.2021 08:53:18;-12,37222;Jack;Self play;Win;3;624;99%
561;31.12.2021 08:53:58;-3,097561;Madox;Self play;Win;1;215;56%
562;31.12.2021 08:53:58;-18,37253;Jack;Self play;Fail;1;215;56%
563;31.12.2021 08:54:52;13,2859;Madox;Self play;Win;1;275;100%
564;31.12.2021 08:54:52;-30,56999;Jack;Self play;Fail;1;275;100%
565;31.12.2021 08:54:54;-0,9749973;Madox;Self play;Win;1;9;83%
566;31.12.2021 08:54:54;-4,724998;Jack;Self play;Fail;1;9;83%
567;31.12.2021 08:55:00;-6,349999;Madox;Self play;Fail;1;24;100%
568;31.12.2021 08:55:00;2,320004;Jack;Self play;Win;1;24;100%
569;31.12.2021 08:55:27;4,596504;Madox;Self play;Win;1;134;100%
570;31.12.2021 08:55:27;-12,49501;Jack;Self play;Fail;1;134;100%
571;31.12.2021 08:55:53;10,2907;Madox;Self play;Win;1;115;99%
572;31.12.2021 08:55:53;-15,01778;Jack;Self play;Fail;1;115;100%
573;31.12.2021 08:56:54;-39,36737;Madox;Self play;Fail;2;335;16%
574;31.12.2021 08:56:54;-27,11789;Jack;Self play;Win;2;335;16%
575;31.12.2021 08:57:17;1,677493;Madox;Self play;Win;1;122;55%
576;31.12.2021 08:57:17;-11,24501;Jack;Self play;Fail;1;122;55%
577;31.12.2021 08:57:43;5,017503;Madox;Self play;Win;1;137;72%
578;31.12.2021 08:57:43;-11,16001;Jack;Self play;Fail;1;137;72%
579;31.12.2021 08:58:07;-15,13752;Madox;Self play;Fail;1;128;34%
580;31.12.2021 08:58:07;-0,9030406;Jack;Self play;Win;1;128;34%
581;31.12.2021 08:58:24;7,830992;Madox;Self play;Win;1;97;57%
582;31.12.2021 08:58:24;-12,51001;Jack;Self play;Fail;1;97;99%
583;31.12.2021 08:59:25;-14,30525;Madox;Self play;Win;2;322;94%
584;31.12.2021 08:59:25;-28,29021;Jack;Self play;Fail;2;322;94%
585;31.12.2021 08:59:35;12,00849;Madox;Self play;Win;1;48;100%
586;31.12.2021 08:59:35;-11,66001;Jack;Self play;Fail;1;48;100%
587;31.12.2021 09:01:17;-32,05897;Madox;Self play;Win;2;531;24%
588;31.12.2021 09:01:17;-47,58291;Jack;Self play;Fail;2;531;41%
589;31.12.2021 09:01:23;1,587505;Madox;Self play;Win;1;28;100%
590;31.12.2021 09:01:23;-7,965003;Jack;Self play;Fail;1;28;100%
591;31.12.2021 09:02:03;-18,88757;Madox;Self play;Fail;1;182;100%
592;31.12.2021 09:02:03;1,883253;Jack;Self play;Win;1;182;100%
593;31.12.2021 09:02:44;3,129255;Madox;Self play;Win;1;219;48%
594;31.12.2021 09:02:44;-18,23499;Jack;Self play;Fail;1;219;100%
595;31.12.2021 09:03:56;-16,46264;Madox;Self play;Fail;2;403;47%
596;31.12.2021 09:03:56;-17,06381;Jack;Self play;Win;2;403;92%
597;31.12.2021 09:04:59;-16,88752;Madox;Self play;Fail;2;342;95%
598;31.12.2021 09:04:59;-2,975031;Jack;Self play;Win;2;342;95%
599;31.12.2021 09:06:08;-29,29014;Madox;Self play;Fail;2;388;86%
600;31.12.2021 09:06:08;-3,159593;Jack;Self play;Win;2;388;86%
601;31.12.2021 09:06:36;6,717479;Madox;Self play;Win;1;141;97%
602;31.12.2021 09:06:36;-14,41249;Jack;Self play;Fail;1;141;97%
603;31.12.2021 09:06:43;5,700002;Madox;Self play;Win;1;34;100%
604;31.12.2021 09:06:43;-7,920007;Jack;Self play;Fail;1;34;100%
605;31.12.2021 09:07:15;-10,29251;Madox;Self play;Fail;1;169;99%
606;31.12.2021 09:07:15;-2,115069;Jack;Self play;Win;1;169;99%
607;31.12.2021 09:07:22;4,107255;Madox;Self play;Win;1;36;100%
608;31.12.2021 09:07:22;-7,860006;Jack;Self play;Fail;1;36;100%
609;31.12.2021 09:07:26;2,562502;Madox;Self play;Win;1;19;100%
610;31.12.2021 09:07:26;-4,144999;Jack;Self play;Fail;1;19;100%
611;31.12.2021 09:07:46;-12,22501;Madox;Self play;Fail;1;103;100%
612;31.12.2021 09:07:46;8,571484;Jack;Self play;Win;1;103;99%
613;31.12.2021 09:08:57;-29,03554;Madox;Self play;Fail;2;340;36%
614;31.12.2021 09:08:57;-26,568;Jack;Self play;Win;2;340;36%
615;31.12.2021 09:09:03;-6,719996;Madox;Self play;Fail;1;31;100%
616;31.12.2021 09:09:03;5,217503;Jack;Self play;Win;1;31;100%
617;31.12.2021 09:09:41;-0,2500324;Madox;Self play;Win;1;195;50%
618;31.12.2021 09:09:41;-20,63252;Jack;Self play;Fail;1;195;50%
619;31.12.2021 09:10:09;0,1294871;Madox;Self play;Win;1;150;83%
620;31.12.2021 09:10:09;-6,109502;Jack;Self play;Fail;1;150;83%
621;31.12.2021 09:10:17;6,1375;Madox;Self play;Win;1;38;100%
622;31.12.2021 09:10:17;-7,712502;Jack;Self play;Fail;1;38;100%
623;31.12.2021 09:12:55;-58,44311;Madox;Self play;Win;3;867;53%
624;31.12.2021 09:12:55;-31,05206;Jack;Self play;Fail;3;867;70%
625;31.12.2021 09:13:00;-5,5275;Madox;Self play;Fail;1;24;100%
626;31.12.2021 09:13:00;3,172504;Jack;Self play;Win;1;24;100%
627;31.12.2021 09:13:03;-5,145;Madox;Self play;Fail;1;16;100%
628;31.12.2021 09:13:03;0,9297547;Jack;Self play;Win;1;16;100%
629;31.12.2021 09:13:11;-8,020027;Madox;Self play;Fail;1;40;100%
630;31.12.2021 09:13:11;-1,055085;Jack;Self play;Win;1;40;100%
631;31.12.2021 09:13:35;10,19222;Madox;Self play;Win;1;121;100%
632;31.12.2021 09:13:35;-15,83002;Jack;Self play;Fail;1;121;100%
633;31.12.2021 09:14:33;-15,46659;Madox;Self play;Win;2;308;11%
634;31.12.2021 09:14:33;-27,32515;Jack;Self play;Fail;2;308;14%
635;31.12.2021 09:15:05;-23,62007;Madox;Self play;Fail;1;148;100%
636;31.12.2021 09:15:05;6,175725;Jack;Self play;Win;1;148;100%
637;31.12.2021 09:15:11;3,066254;Madox;Self play;Win;1;24;100%
638;31.12.2021 09:15:11;-6,390001;Jack;Self play;Fail;1;24;100%
639;31.12.2021 09:15:20;7,523497;Madox;Self play;Win;1;42;99%
640;31.12.2021 09:15:20;-9,029999;Jack;Self play;Fail;1;42;99%
641;31.12.2021 09:15:49;1,624979;Madox;Self play;Win;1;149;37%
642;31.12.2021 09:15:49;-19,99252;Jack;Self play;Fail;1;149;37%
643;31.12.2021 09:16:02;-7,479997;Madox;Self play;Fail;1;68;100%
644;31.12.2021 09:16:02;5,342501;Jack;Self play;Win;1;68;100%
645;31.12.2021 09:16:09;6,792251;Madox;Self play;Win;1;35;100%
646;31.12.2021 09:16:09;-8,215006;Jack;Self play;Fail;1;35;100%
647;31.12.2021 09:16:16;6,342501;Madox;Self play;Win;1;31;100%
648;31.12.2021 09:16:16;-8,440005;Jack;Self play;Fail;1;31;100%
649;31.12.2021 09:16:19;-3,799998;Madox;Self play;Fail;1;16;100%
650;31.12.2021 09:16:19;-2,725005;Jack;Self play;Win;1;16;100%
651;31.12.2021 09:16:37;4,6425;Madox;Self play;Win;1;102;96%
652;31.12.2021 09:16:37;-9,415512;Jack;Self play;Fail;1;102;96%
653;31.12.2021 09:16:52;6,706243;Madox;Self play;Win;1;81;100%
654;31.12.2021 09:16:52;-13,6;Jack;Self play;Fail;1;81;100%
655;31.12.2021 09:16:59;-8,480001;Madox;Self play;Fail;1;30;100%
656;31.12.2021 09:16:59;6,060004;Jack;Self play;Win;1;30;100%
657;31.12.2021 09:17:08;-11,55501;Madox;Self play;Fail;1;49;100%
658;31.12.2021 09:17:08;8,797249;Jack;Self play;Win;1;49;100%
659;31.12.2021 09:17:35;-2,327523;Madox;Self play;Win;1;142;28%
660;31.12.2021 09:17:35;-14,76753;Jack;Self play;Fail;1;142;28%
661;31.12.2021 09:18:07;6,572484;Madox;Self play;Win;1;173;79%
662;31.12.2021 09:18:07;-18,68001;Jack;Self play;Fail;1;173;79%
663;31.12.2021 09:18:34;9,772453;Madox;Self play;Win;1;148;99%
664;31.12.2021 09:18:34;-15,11501;Jack;Self play;Fail;1;148;99%
665;31.12.2021 09:18:42;-6,715003;Madox;Self play;Fail;1;46;100%
666;31.12.2021 09:18:42;6,951999;Jack;Self play;Win;1;46;100%
667;31.12.2021 09:19:51;-26,54676;Madox;Self play;Win;2;381;21%
668;31.12.2021 09:19:51;-47,51355;Jack;Self play;Fail;2;381;21%
669;31.12.2021 09:22:02;-45,30812;Madox;Self play;Win;3;668;55%
670;31.12.2021 09:22:02;-70,63358;Jack;Self play;Fail;3;668;55%
671;31.12.2021 09:22:21;-13,92751;Madox;Self play;Fail;1;97;80%
672;31.12.2021 09:22:21;8,931225;Jack;Self play;Win;1;97;80%
673;31.12.2021 09:22:31;8,5905;Madox;Self play;Win;1;54;100%
674;31.12.2021 09:22:31;-10,12;Jack;Self play;Fail;1;54;100%
675;31.12.2021 09:23:04;-10,49976;Madox;Self play;Fail;1;174;32%
676;31.12.2021 09:23:04;-6,195052;Jack;Self play;Win;1;174;35%
677;31.12.2021 09:27:04;-61,14865;Madox;Self play;Fail;5;1315;97%
678;31.12.2021 09:27:04;-60,00954;Jack;Self play;Win;5;1315;97%
679;31.12.2021 09:28:08;-23,03514;Madox;Self play;Fail;2;322;42%
680;31.12.2021 09:28:08;-18,02268;Jack;Self play;Win;2;322;47%
681;31.12.2021 09:28:14;-9,715049;Madox;Self play;Fail;1;28;100%
682;31.12.2021 09:28:14;1,677505;Jack;Self play;Win;1;28;100%
683;31.12.2021 09:28:52;-18,76754;Madox;Self play;Fail;1;182;61%
684;31.12.2021 09:28:52;2,264996;Jack;Self play;Win;1;182;61%
685;31.12.2021 09:31:04;-63,49782;Madox;Self play;Fail;3;695;56%
686;31.12.2021 09:31:04;-35,85555;Jack;Self play;Win;3;695;56%
687;31.12.2021 09:31:24;-10,95852;Madox;Self play;Fail;1;109;100%
688;31.12.2021 09:31:24;1,04;Jack;Self play;Win;1;109;100%
689;31.12.2021 09:31:28;5,932502;Madox;Self play;Win;1;25;100%
690;31.12.2021 09:31:28;-6,855004;Jack;Self play;Fail;1;25;100%
691;31.12.2021 09:33:22;-50,12673;Madox;Self play;Fail;3;625;52%
692;31.12.2021 09:33:23;-35,88896;Jack;Self play;Win;3;625;52%
693;31.12.2021 09:34:27;-26,06774;Madox;Self play;Fail;2;321;86%
694;31.12.2021 09:34:27;-14,95022;Jack;Self play;Win;2;321;86%
695;31.12.2021 09:34:33;-7,895;Madox;Self play;Fail;1;28;100%
696;31.12.2021 09:34:33;4,006255;Jack;Self play;Win;1;28;100%
697;31.12.2021 09:35:36;-21,85768;Madox;Self play;Fail;2;322;15%
698;31.12.2021 09:35:36;-18,55779;Jack;Self play;Win;2;322;100%
699;31.12.2021 09:36:53;-25,45747;Madox;Self play;Fail;2;428;100%
700;31.12.2021 09:36:53;-3,355157;Jack;Self play;Win;2;428;92%
701;31.12.2021 09:37:09;-8,489994;Madox;Self play;Fail;1;90;100%
702;31.12.2021 09:37:09;-3,320057;Jack;Self play;Win;1;90;100%
703;31.12.2021 09:38:13;-36,3927;Madox;Self play;Fail;2;347;19%
