#;Time;RL points;Agent name;Learning type;Won episode;Episode iterations;Episode time [s];Interest in enemy [%]
773;12.01.2022 06:39:20;-6,310008;Madox;Self play;Fail;1;16;100%
774;12.01.2022 06:39:20;-3,655025;Jack;Self play;Win;1;16;100%
775;12.01.2022 06:39:31;-20,08755;Madox;Self play;Fail;1;102;99%
776;12.01.2022 06:39:31;3,74798;Jack;Self play;Win;1;102;99%
777;12.01.2022 06:39:39;-11,85027;Madox;Self play;Fail;1;82;100%
778;12.01.2022 06:39:39;-2,800012;Jack;Self play;Win;1;82;64%
779;12.01.2022 06:39:45;7,143741;Madox;Self play;Win;1;55;100%
780;12.01.2022 06:39:45;-10,72502;Jack;Self play;Fail;1;55;100%
781;12.01.2022 06:40:12;-8,415102;Madox;Self play;Win;1;251;27%
782;12.01.2022 06:40:12;-34,80003;Jack;Self play;Fail;1;251;27%
783;12.01.2022 06:40:14;-6,245004;Madox;Self play;Fail;1;20;96%
784;12.01.2022 06:40:14;-0,6849999;Jack;Self play;Win;1;20;96%
785;12.01.2022 06:40:31;-23,3576;Madox;Self play;Fail;1;163;22%
786;12.01.2022 06:40:31;-8,220048;Jack;Self play;Win;1;163;22%
787;12.01.2022 06:41:06;-13,07957;Madox;Self play;Fail;2;324;18%
788;12.01.2022 06:41:06;-36,82532;Jack;Self play;Win;2;324;100%
789;12.01.2022 06:41:12;-11,32152;Madox;Self play;Fail;1;56;100%
790;12.01.2022 06:41:12;-0,4249973;Jack;Self play;Win;1;56;100%
791;12.01.2022 06:41:26;-6,120065;Madox;Self play;Win;1;121;77%
792;12.01.2022 06:41:26;-15,02346;Jack;Self play;Fail;1;121;77%
793;12.01.2022 06:42:16;-30,66838;Madox;Self play;Win;2;429;38%
794;12.01.2022 06:42:16;-37,56258;Jack;Self play;Fail;2;429;37%
795;12.01.2022 06:43:56;-82,86581;Madox;Self play;Win;4;962;47%
796;12.01.2022 06:43:56;-82,802;Jack;Self play;Fail;4;962;19%
797;12.01.2022 06:44:35;-33,63534;Madox;Self play;Fail;2;368;24%
798;12.01.2022 06:44:35;-31,73606;Jack;Self play;Win;2;368;75%
799;12.01.2022 06:45:13;-17,30778;Madox;Self play;Win;2;354;96%
800;12.01.2022 06:45:13;-29,39523;Jack;Self play;Fail;2;354;99%
801;12.01.2022 06:45:22;4,142495;Madox;Self play;Win;1;89;48%
802;12.01.2022 06:45:22;-16,21904;Jack;Self play;Fail;1;89;48%
803;12.01.2022 06:45:34;2,358006;Madox;Self play;Win;1;49;100%
804;12.01.2022 06:45:34;-9,980019;Jack;Self play;Fail;1;49;100%
805;12.01.2022 06:45:38;3,202503;Madox;Self play;Win;1;35;100%
806;12.01.2022 06:45:38;-9,550011;Jack;Self play;Fail;1;35;100%
807;12.01.2022 06:46:16;-15,84018;Madox;Self play;Win;2;362;28%
808;12.01.2022 06:46:16;-50,85815;Jack;Self play;Fail;2;362;99%
809;12.01.2022 06:46:36;-13,38259;Madox;Self play;Win;1;189;21%
810;12.01.2022 06:46:36;-22,59715;Jack;Self play;Fail;1;189;21%
811;12.01.2022 06:46:39;-5,865003;Madox;Self play;Fail;1;22;100%
812;12.01.2022 06:46:39;1,069005;Jack;Self play;Win;1;22;100%
813;12.01.2022 06:47:51;-53,87927;Madox;Self play;Fail;3;694;93%
814;12.01.2022 06:47:51;-40,14286;Jack;Self play;Win;3;694;93%
815;12.01.2022 06:48:26;-9,7417;Madox;Self play;Win;2;339;69%
816;12.01.2022 06:48:26;-36,9181;Jack;Self play;Fail;2;339;69%
817;12.01.2022 06:48:46;-11,19005;Madox;Self play;Win;1;189;61%
818;12.01.2022 06:48:46;-17,79009;Jack;Self play;Fail;1;189;58%
819;12.01.2022 06:48:53;4,642501;Madox;Self play;Win;1;64;45%
820;12.01.2022 06:48:53;-13,80604;Jack;Self play;Fail;1;64;45%
821;12.01.2022 06:49:13;-6,115283;Madox;Self play;Win;1;190;42%
822;12.01.2022 06:49:13;-22,57883;Jack;Self play;Fail;1;190;47%
823;12.01.2022 06:49:21;2,970256;Madox;Self play;Win;1;30;100%
824;12.01.2022 06:49:21;-8,88003;Jack;Self play;Fail;1;30;100%
825;12.01.2022 06:50:38;-21,17918;Madox;Self play;Win;3;721;94%
826;12.01.2022 06:50:38;-57,74433;Jack;Self play;Fail;3;721;94%
827;12.01.2022 06:50:46;-14,76953;Madox;Self play;Fail;1;75;99%
828;12.01.2022 06:50:46;2,288246;Jack;Self play;Win;1;75;99%
829;12.01.2022 06:50:48;-7,40001;Madox;Self play;Fail;1;19;100%
830;12.01.2022 06:50:48;-0,6374929;Jack;Self play;Win;1;19;100%
831;12.01.2022 06:50:50;1,315004;Madox;Self play;Win;1;17;100%
832;12.01.2022 06:50:50;-4,709998;Jack;Self play;Fail;1;17;100%
833;12.01.2022 06:50:53;-5,562498;Madox;Self play;Fail;1;25;100%
834;12.01.2022 06:50:53;-2,939859;Jack;Self play;Win;1;25;100%
835;12.01.2022 06:51:01;-9,27002;Madox;Self play;Fail;1;62;63%
836;12.01.2022 06:51:01;1,665002;Jack;Self play;Win;1;62;61%
837;12.01.2022 06:51:05;-8,230001;Madox;Self play;Fail;1;36;100%
838;12.01.2022 06:51:05;4,262755;Jack;Self play;Win;1;36;99%
839;12.01.2022 06:51:07;2,406256;Madox;Self play;Win;1;24;100%
840;12.01.2022 06:51:07;-6,685004;Jack;Self play;Fail;1;24;100%
841;12.01.2022 06:51:16;-15,30004;Madox;Self play;Fail;1;80;100%
842;12.01.2022 06:51:16;1,687258;Jack;Self play;Win;1;80;100%
843;12.01.2022 06:51:21;-0,372499;Madox;Self play;Win;1;39;43%
844;12.01.2022 06:51:21;-3,662534;Jack;Self play;Fail;1;39;43%
845;12.01.2022 06:51:32;-10,59004;Madox;Self play;Fail;1;109;55%
846;12.01.2022 06:51:32;-8,312813;Jack;Self play;Win;1;109;55%
847;12.01.2022 06:51:34;-5,640005;Madox;Self play;Fail;1;15;100%
848;12.01.2022 06:51:34;0,5775042;Jack;Self play;Win;1;15;100%
849;12.01.2022 06:51:37;-8,158012;Madox;Self play;Fail;1;28;100%
850;12.01.2022 06:51:37;2,277506;Jack;Self play;Win;1;28;100%
851;12.01.2022 06:51:51;-16,64907;Madox;Self play;Fail;1;128;100%
852;12.01.2022 06:51:51;-5,020025;Jack;Self play;Win;1;128;53%
853;12.01.2022 06:52:05;-18,00604;Madox;Self play;Fail;1;136;100%
854;12.01.2022 06:52:05;-3,865018;Jack;Self play;Win;1;136;26%
855;12.01.2022 06:52:39;-11,28615;Madox;Self play;Fail;2;320;15%
856;12.01.2022 06:52:39;-29,21931;Jack;Self play;Win;2;320;100%
857;12.01.2022 06:52:41;-7,765028;Madox;Self play;Fail;1;19;100%
858;12.01.2022 06:52:41;1,376006;Jack;Self play;Win;1;19;100%
859;12.01.2022 06:53:53;-60,41375;Madox;Self play;Fail;3;632;57%
860;12.01.2022 06:53:53;-36,61452;Jack;Self play;Win;3;632;58%
861;12.01.2022 06:54:03;-16,21006;Madox;Self play;Fail;1;89;100%
862;12.01.2022 06:54:03;3,112503;Jack;Self play;Win;1;89;100%
863;12.01.2022 06:54:11;-0,7500031;Madox;Self play;Win;1;75;100%
864;12.01.2022 06:54:11;-12,48085;Jack;Self play;Fail;1;75;100%
865;12.01.2022 06:54:52;-50,8466;Madox;Self play;Fail;2;381;100%
866;12.01.2022 06:54:52;-15,13665;Jack;Self play;Win;2;381;27%
867;12.01.2022 06:54:54;1,222726;Madox;Self play;Win;1;23;87%
868;12.01.2022 06:54:54;-6,885004;Jack;Self play;Fail;1;23;87%
869;12.01.2022 06:54:56;2,437505;Madox;Self play;Win;1;18;100%
870;12.01.2022 06:54:56;-8,93027;Jack;Self play;Fail;1;18;100%
871;12.01.2022 06:54:59;-5,895001;Madox;Self play;Fail;1;22;100%
872;12.01.2022 06:54:59;-0,3064976;Jack;Self play;Win;1;22;100%
873;12.01.2022 06:55:05;7,339253;Madox;Self play;Win;1;59;100%
874;12.01.2022 06:55:05;-12,15002;Jack;Self play;Fail;1;59;100%
875;12.01.2022 06:55:09;-6,455001;Madox;Self play;Fail;1;29;100%
876;12.01.2022 06:55:09;1,843004;Jack;Self play;Win;1;29;99%
877;12.01.2022 06:56:19;-61,24568;Madox;Self play;Fail;3;668;28%
878;12.01.2022 06:56:19;-51,04788;Jack;Self play;Win;3;668;55%
879;12.01.2022 06:56:24;0,09567493;Madox;Self play;Win;1;34;92%
880;12.01.2022 06:56:24;-5,6;Jack;Self play;Fail;1;34;92%
881;12.01.2022 06:56:29;1,199002;Madox;Self play;Win;1;49;100%
882;12.01.2022 06:56:29;-11,50383;Jack;Self play;Fail;1;49;100%
883;12.01.2022 06:56:47;-3,492554;Madox;Self play;Win;1;163;49%
884;12.01.2022 06:56:47;-22,62136;Jack;Self play;Fail;1;163;49%
885;12.01.2022 06:56:54;-10,04027;Madox;Self play;Fail;1;68;100%
886;12.01.2022 06:56:54;-4,045073;Jack;Self play;Win;1;68;88%
887;12.01.2022 06:57:03;-7,860008;Madox;Self play;Fail;1;33;100%
888;12.01.2022 06:57:03;2,824506;Jack;Self play;Win;1;33;100%
889;12.01.2022 06:57:04;-0,7549967;Madox;Self play;Win;1;7;100%
890;12.01.2022 06:57:04;-5,240001;Jack;Self play;Fail;1;7;100%
891;12.01.2022 06:57:14;1,414984;Madox;Self play;Win;1;97;60%
892;12.01.2022 06:57:14;-10,80651;Jack;Self play;Fail;1;97;60%
893;12.01.2022 06:57:16;-3,959999;Madox;Self play;Fail;1;15;100%
894;12.01.2022 06:57:16;-0,5754968;Jack;Self play;Win;1;15;100%
895;12.01.2022 06:57:29;3,382489;Madox;Self play;Win;1;116;99%
896;12.01.2022 06:57:29;-19,13754;Jack;Self play;Fail;1;116;99%
897;12.01.2022 06:57:45;-1,485001;Madox;Self play;Win;1;155;18%
898;12.01.2022 06:57:45;-24,77614;Jack;Self play;Fail;1;155;98%
899;12.01.2022 06:57:46;-0,6449966;Madox;Self play;Win;1;13;100%
900;12.01.2022 06:57:46;-5,644999;Jack;Self play;Fail;1;13;100%
901;12.01.2022 06:57:54;-9,372019;Madox;Self play;Fail;1;75;56%
902;12.01.2022 06:57:54;-1,984255;Jack;Self play;Win;1;75;63%
903;12.01.2022 06:58:04;-3,364995;Madox;Self play;Fail;1;95;100%
904;12.01.2022 06:58:04;-7,74002;Jack;Self play;Win;1;95;100%
905;12.01.2022 06:58:11;-2,537605;Madox;Self play;Win;1;60;100%
906;12.01.2022 06:58:11;-10,74502;Jack;Self play;Fail;1;60;100%
907;12.01.2022 06:58:44;-16,91292;Madox;Self play;Win;2;318;14%
908;12.01.2022 06:58:44;-38,06481;Jack;Self play;Fail;2;318;14%
909;12.01.2022 06:58:52;-12,90501;Madox;Self play;Fail;1;76;100%
910;12.01.2022 06:58:52;-0,4875827;Jack;Self play;Win;1;76;100%
911;12.01.2022 06:59:19;-33,26509;Madox;Self play;Fail;1;262;12%
912;12.01.2022 06:59:19;-16,66261;Jack;Self play;Win;1;262;12%
913;12.01.2022 06:59:42;-22,47252;Madox;Self play;Fail;1;209;53%
914;12.01.2022 06:59:42;-9,061558;Jack;Self play;Win;1;209;27%
915;12.01.2022 07:00:06;-31,29517;Madox;Self play;Fail;1;235;99%
916;12.01.2022 07:00:06;2,035004;Jack;Self play;Win;1;235;57%
917;12.01.2022 07:00:18;-1,769495;Madox;Self play;Win;1;115;98%
918;12.01.2022 07:00:18;-14,52755;Jack;Self play;Fail;1;115;100%
919;12.01.2022 07:00:21;1,812505;Madox;Self play;Win;1;23;100%
920;12.01.2022 07:00:21;-7,365003;Jack;Self play;Fail;1;23;100%
921;12.01.2022 07:00:42;-7,4056;Madox;Self play;Win;1;196;100%
922;12.01.2022 07:00:42;-10,60453;Jack;Self play;Fail;1;196;100%
923;12.01.2022 07:01:26;-8,335402;Madox;Self play;Win;2;348;51%
924;12.01.2022 07:01:26;-41,3973;Jack;Self play;Fail;2;348;100%
925;12.01.2022 07:03:06;-97,18721;Madox;Self play;Fail;4;968;38%
926;12.01.2022 07:03:06;-77,4232;Jack;Self play;Win;4;968;9%
927;12.01.2022 07:03:17;-25,20776;Madox;Self play;Fail;1;109;100%
928;12.01.2022 07:03:17;4,690506;Jack;Self play;Win;1;109;100%
929;12.01.2022 07:03:19;-3,329285;Madox;Self play;Win;1;17;100%
930;12.01.2022 07:03:19;-3,764998;Jack;Self play;Fail;1;17;100%
931;12.01.2022 07:03:21;-5,379998;Madox;Self play;Fail;1;14;100%
932;12.01.2022 07:03:21;-0,7449948;Jack;Self play;Win;1;14;100%
933;12.01.2022 07:03:54;-29,1184;Madox;Self play;Fail;2;316;77%
934;12.01.2022 07:03:54;-13,45268;Jack;Self play;Win;2;316;61%
935;12.01.2022 07:04:02;-14,60504;Madox;Self play;Fail;1;82;100%
936;12.01.2022 07:04:02;2,464753;Jack;Self play;Win;1;82;90%
937;12.01.2022 07:04:22;-22,26005;Madox;Self play;Fail;1;188;30%
938;12.01.2022 07:04:22;-2,875057;Jack;Self play;Win;1;188;30%
939;12.01.2022 07:04:38;-3,618028;Madox;Self play;Win;1;121;71%
940;12.01.2022 07:04:38;-14,31003;Jack;Self play;Fail;1;121;63%
941;12.01.2022 07:04:47;2,98325;Madox;Self play;Win;1;56;100%
942;12.01.2022 07:04:47;-14,68893;Jack;Self play;Fail;1;56;100%
943;12.01.2022 07:05:52;-59,18391;Madox;Self play;Fail;3;630;35%
944;12.01.2022 07:05:52;-51,8207;Jack;Self play;Win;3;630;38%
945;12.01.2022 07:06:07;-5,076593;Madox;Self play;Win;1;136;51%
946;12.01.2022 07:06:07;-14,85253;Jack;Self play;Fail;1;136;51%
947;12.01.2022 07:06:25;-3,911313;Madox;Self play;Win;1;175;59%
948;12.01.2022 07:06:25;-14,88402;Jack;Self play;Fail;1;175;79%
949;12.01.2022 07:06:27;-3,799998;Madox;Self play;Fail;1;13;100%
950;12.01.2022 07:06:27;-2,869999;Jack;Self play;Win;1;13;100%
951;12.01.2022 07:06:36;-9,422768;Madox;Self play;Fail;1;82;96%
952;12.01.2022 07:06:36;2,034002;Jack;Self play;Win;1;82;83%
953;12.01.2022 07:06:42;-9,362263;Madox;Self play;Fail;1;56;89%
954;12.01.2022 07:06:42;1,888003;Jack;Self play;Win;1;56;99%
955;12.01.2022 07:06:44;-2,682497;Madox;Self play;Fail;1;19;63%
956;12.01.2022 07:06:44;1,925001;Jack;Self play;Win;1;19;63%
957;12.01.2022 07:07:18;-16,97774;Madox;Self play;Win;2;327;20%
958;12.01.2022 07:07:18;-28,08907;Jack;Self play;Fail;2;327;23%
959;12.01.2022 07:07:29;-15,49155;Madox;Self play;Fail;1;101;57%
960;12.01.2022 07:07:29;-2,822518;Jack;Self play;Win;1;101;62%
961;12.01.2022 07:07:39;5,201754;Madox;Self play;Win;1;88;98%
962;12.01.2022 07:07:39;-16,21004;Jack;Self play;Fail;1;88;100%
963;12.01.2022 07:07:48;-0,469996;Madox;Self play;Win;1;82;100%
964;12.01.2022 07:07:48;-15,08522;Jack;Self play;Fail;1;82;100%
965;12.01.2022 07:09:01;-68,82439;Madox;Self play;Fail;3;657;19%
966;12.01.2022 07:09:01;-58,07974;Jack;Self play;Win;3;657;9%
967;12.01.2022 07:09:11;-3,490379;Madox;Self play;Win;1;88;100%
968;12.01.2022 07:09:11;-8,49802;Jack;Self play;Fail;1;88;100%
969;12.01.2022 07:09:25;-18,18999;Madox;Self play;Fail;1;128;100%
970;12.01.2022 07:09:25;5,545736;Jack;Self play;Win;1;128;100%
971;12.01.2022 07:09:55;-1,583275;Madox;Self play;Win;1;282;65%
972;12.01.2022 07:09:55;-36,59105;Jack;Self play;Fail;1;282;95%
973;12.01.2022 07:10:00;-8,051254;Madox;Self play;Fail;1;42;100%
974;12.01.2022 07:10:00;2,584991;Jack;Self play;Win;1;42;100%
975;12.01.2022 07:10:03;-9,805022;Madox;Self play;Fail;1;31;100%
976;12.01.2022 07:10:03;5,657503;Jack;Self play;Win;1;31;100%
977;12.01.2022 07:10:05;1,368503;Madox;Self play;Win;1;12;89%
978;12.01.2022 07:10:05;-2,924998;Jack;Self play;Fail;1;12;89%
979;12.01.2022 07:10:07;3,165004;Madox;Self play;Win;1;18;100%
980;12.01.2022 07:10:07;-6,249998;Jack;Self play;Fail;1;18;100%
981;12.01.2022 07:10:21;-13,47502;Madox;Self play;Fail;1;128;100%
982;12.01.2022 07:10:21;-4,534143;Jack;Self play;Win;1;128;100%
983;12.01.2022 07:10:38;-18,45309;Madox;Self play;Fail;1;162;100%
984;12.01.2022 07:10:38;13,77293;Jack;Self play;Win;1;162;100%
985;12.01.2022 07:10:46;-14,12854;Madox;Self play;Fail;1;75;100%
986;12.01.2022 07:10:46;1,762752;Jack;Self play;Win;1;75;98%
987;12.01.2022 07:11:20;-37,27967;Madox;Self play;Fail;2;332;9%
988;12.01.2022 07:11:21;-24,38872;Jack;Self play;Win;2;332;9%
989;12.01.2022 07:11:33;-12,42876;Madox;Self play;Fail;1;109;99%
990;12.01.2022 07:11:33;2,461001;Jack;Self play;Win;1;109;99%
991;12.01.2022 07:11:41;-8,120276;Madox;Self play;Fail;1;77;100%
992;12.01.2022 07:11:41;0,956503;Jack;Self play;Win;1;77;100%
993;12.01.2022 07:11:46;6,214489;Madox;Self play;Win;1;47;99%
994;12.01.2022 07:11:46;-6,288751;Jack;Self play;Fail;1;47;99%
995;12.01.2022 07:11:49;-6,410002;Madox;Self play;Fail;1;29;100%
996;12.01.2022 07:11:49;1,541006;Jack;Self play;Win;1;29;100%
997;12.01.2022 07:12:31;-18,77031;Madox;Self play;Win;2;335;88%
998;12.01.2022 07:12:31;-15,20913;Jack;Self play;Fail;2;335;44%
999;12.01.2022 07:12:45;-17,07008;Madox;Self play;Fail;1;134;67%
1000;12.01.2022 07:12:45;-5,582553;Jack;Self play;Win;1;134;73%
1001;12.01.2022 07:12:47;2,303005;Madox;Self play;Win;1;18;100%
1002;12.01.2022 07:12:47;-6,530007;Jack;Self play;Fail;1;18;100%
1003;12.01.2022 07:13:14;-19,31458;Madox;Self play;Fail;1;262;30%
1004;12.01.2022 07:13:14;-18,78514;Jack;Self play;Win;1;262;30%
1005;12.01.2022 07:13:21;8,588249;Madox;Self play;Win;1;60;100%
1006;12.01.2022 07:13:21;-13,12001;Jack;Self play;Fail;1;60;100%
1007;12.01.2022 07:13:54;-24,35199;Madox;Self play;Win;2;323;15%
1008;12.01.2022 07:13:54;-35,53257;Jack;Self play;Fail;2;323;15%
1009;12.01.2022 07:13:58;-9,795069;Madox;Self play;Fail;1;32;98%
1010;12.01.2022 07:13:58;3,168256;Jack;Self play;Win;1;32;98%
1011;12.01.2022 07:14:28;-24,04866;Madox;Self play;Win;1;289;64%
1012;12.01.2022 07:14:28;-16,58804;Jack;Self play;Fail;1;289;36%
1013;12.01.2022 07:14:32;8,29525;Madox;Self play;Win;1;36;100%
1014;12.01.2022 07:14:32;-10,33001;Jack;Self play;Fail;1;36;100%
1015;12.01.2022 07:14:46;-3,566531;Madox;Self play;Win;1;130;14%
1016;12.01.2022 07:14:46;-17,25554;Jack;Self play;Fail;1;130;14%
1017;12.01.2022 07:14:49;-1,559999;Madox;Self play;Win;1;26;100%
1018;12.01.2022 07:14:49;-8,755024;Jack;Self play;Fail;1;26;100%
1019;12.01.2022 07:14:51;-4,264997;Madox;Self play;Fail;1;17;100%
1020;12.01.2022 07:14:51;-3,623291;Jack;Self play;Win;1;17;100%
1021;12.01.2022 07:15:11;-0,005036354;Madox;Self play;Win;1;193;37%
1022;12.01.2022 07:15:11;-21,20184;Jack;Self play;Fail;1;193;66%
1023;12.01.2022 07:15:34;-27,74735;Madox;Self play;Fail;1;217;20%
1024;12.01.2022 07:15:34;-11,09654;Jack;Self play;Win;1;217;13%
1025;12.01.2022 07:15:37;-8,737526;Madox;Self play;Fail;1;26;100%
1026;12.01.2022 07:15:37;0,3117568;Jack;Self play;Win;1;26;100%
1027;12.01.2022 07:15:53;-14,51257;Madox;Self play;Fail;1;142;98%
1028;12.01.2022 07:15:53;-2,029312;Jack;Self play;Win;1;142;100%
1029;12.01.2022 07:15:56;-4,984998;Madox;Self play;Fail;1;26;86%
1030;12.01.2022 07:15:56;5,103754;Jack;Self play;Win;1;26;86%
1031;12.01.2022 07:16:17;2,067497;Madox;Self play;Win;1;142;75%
1032;12.01.2022 07:16:17;-16,00878;Jack;Self play;Fail;1;142;75%
1033;12.01.2022 07:16:35;-20,11406;Madox;Self play;Fail;1;174;36%
1034;12.01.2022 07:16:35;-5,140514;Jack;Self play;Win;1;174;42%
1035;12.01.2022 07:16:38;2,369755;Madox;Self play;Win;1;25;100%
1036;12.01.2022 07:16:38;-6,080001;Jack;Self play;Fail;1;25;100%
1037;12.01.2022 07:17:04;-23,71507;Madox;Self play;Fail;1;258;5%
1038;12.01.2022 07:17:04;-28,72764;Jack;Self play;Win;1;258;5%
1039;12.01.2022 07:17:20;-8,61582;Madox;Self play;Win;1;147;30%
1040;12.01.2022 07:17:20;-12,60251;Jack;Self play;Fail;1;147;30%
1041;12.01.2022 07:17:23;-9,480016;Madox;Self play;Fail;1;28;100%
1042;12.01.2022 07:17:23;4,819004;Jack;Self play;Win;1;28;100%
1043;12.01.2022 07:17:26;-8,130001;Madox;Self play;Fail;1;25;100%
1044;12.01.2022 07:17:26;6,066752;Jack;Self play;Win;1;25;100%
1045;12.01.2022 07:17:42;-9,804996;Madox;Self play;Fail;1;148;99%
1046;12.01.2022 07:17:42;-4,715063;Jack;Self play;Win;1;148;100%
1047;12.01.2022 07:19:26;-86,97194;Madox;Self play;Win;4;1022;13%
1048;12.01.2022 07:19:26;-102,3434;Jack;Self play;Fail;4;1022;9%
1049;12.01.2022 07:20:34;-53,51472;Madox;Self play;Fail;2;594;14%
1050;12.01.2022 07:20:34;-48,75909;Jack;Self play;Win;2;594;25%
1051;12.01.2022 07:20:36;-2,544801;Madox;Self play;Win;1;17;100%
1052;12.01.2022 07:20:36;-5,430002;Jack;Self play;Fail;1;17;100%
1053;12.01.2022 07:21:18;-13,05674;Madox;Self play;Win;2;394;34%
1054;12.01.2022 07:21:18;-34,84978;Jack;Self play;Fail;2;394;83%
1055;12.01.2022 07:21:20;-3,3;Madox;Self play;Win;1;14;100%
1056;12.01.2022 07:21:20;-5,124998;Jack;Self play;Fail;1;14;100%
1057;12.01.2022 07:21:29;-3,583248;Madox;Self play;Fail;1;82;76%
1058;12.01.2022 07:21:29;-4,517602;Jack;Self play;Win;1;82;76%
1059;12.01.2022 07:21:34;-4,304999;Madox;Self play;Fail;1;49;55%
1060;12.01.2022 07:21:34;-0,2277846;Jack;Self play;Win;1;49;55%
1061;12.01.2022 07:21:38;-4,464998;Madox;Self play;Fail;1;33;79%
1062;12.01.2022 07:21:38;5,652502;Jack;Self play;Win;1;33;79%
1063;12.01.2022 07:22:07;-37,70148;Madox;Self play;Fail;1;282;48%
1064;12.01.2022 07:22:07;-3,436789;Jack;Self play;Win;1;282;18%
1065;12.01.2022 07:22:10;-6,494998;Madox;Self play;Fail;1;26;98%
1066;12.01.2022 07:22:10;2,008005;Jack;Self play;Win;1;26;98%
1067;12.01.2022 07:22:21;0,6600053;Madox;Self play;Win;1;97;56%
1068;12.01.2022 07:22:21;-13,04503;Jack;Self play;Fail;1;97;100%
1069;12.01.2022 07:22:25;4,572501;Madox;Self play;Win;1;34;100%
1070;12.01.2022 07:22:25;-8,170015;Jack;Self play;Fail;1;34;100%
1071;12.01.2022 07:22:27;-5,209999;Madox;Self play;Fail;1;20;100%
1072;12.01.2022 07:22:27;1,067504;Jack;Self play;Win;1;20;100%
1073;12.01.2022 07:22:59;-23,64738;Madox;Self play;Win;2;311;8%
1074;12.01.2022 07:22:59;-35,67182;Jack;Self play;Fail;2;311;14%
1075;12.01.2022 07:23:14;-0,7795229;Madox;Self play;Win;1;140;39%
1076;12.01.2022 07:23:14;-12,90001;Jack;Self play;Fail;1;140;39%
1077;12.01.2022 07:23:17;-3,685;Madox;Self play;Fail;1;24;100%
1078;12.01.2022 07:23:17;4,507503;Jack;Self play;Win;1;24;100%
1079;12.01.2022 07:23:38;4,542758;Madox;Self play;Win;1;141;97%
1080;12.01.2022 07:23:38;-17,80077;Jack;Self play;Fail;1;141;97%
1081;12.01.2022 07:23:40;-5,795;Madox;Self play;Fail;1;19;100%
1082;12.01.2022 07:23:40;-0,02149534;Jack;Self play;Win;1;19;100%
1083;12.01.2022 07:23:44;-7,607499;Madox;Self play;Fail;1;29;98%
1084;12.01.2022 07:23:44;4,806003;Jack;Self play;Win;1;29;98%
1085;12.01.2022 07:23:55;-3,050012;Madox;Self play;Win;1;100;100%
1086;12.01.2022 07:23:55;4,054711;Jack;Self play;Fail;1;100;100%
1087;12.01.2022 07:24:06;0,7800041;Madox;Self play;Win;1;109;100%
1088;12.01.2022 07:24:06;-6,967507;Jack;Self play;Fail;1;109;100%
1089;12.01.2022 07:25:44;-65,82451;Madox;Self play;Fail;4;940;32%
1090;12.01.2022 07:25:44;-59,94023;Jack;Self play;Win;4;940;48%
1091;12.01.2022 07:26:22;-40,85213;Madox;Self play;Fail;2;361;16%
1092;12.01.2022 07:26:22;-18,86116;Jack;Self play;Win;2;361;16%
1093;12.01.2022 07:26:24;0,2165051;Madox;Self play;Win;1;14;100%
1094;12.01.2022 07:26:24;-7,52002;Jack;Self play;Fail;1;14;100%
1095;12.01.2022 07:26:30;5,754498;Madox;Self play;Win;1;56;100%
1096;12.01.2022 07:26:30;-15,22005;Jack;Self play;Fail;1;56;100%
1097;12.01.2022 07:26:43;-14,515;Madox;Self play;Fail;1;114;64%
1098;12.01.2022 07:26:43;1,713498;Jack;Self play;Win;1;114;64%
1099;12.01.2022 07:26:45;-4,299997;Madox;Self play;Fail;1;21;100%
1100;12.01.2022 07:26:45;1,585004;Jack;Self play;Win;1;21;100%
1101;12.01.2022 07:27:03;-4,653523;Madox;Self play;Win;1;169;19%
1102;12.01.2022 07:27:03;-23,83838;Jack;Self play;Fail;1;169;100%
1103;12.01.2022 07:27:07;5,958001;Madox;Self play;Win;1;37;100%
1104;12.01.2022 07:27:07;-8,73251;Jack;Self play;Fail;1;37;100%
1105;12.01.2022 07:27:15;2,888005;Madox;Self play;Win;1;76;100%
1106;12.01.2022 07:27:15;-14,31255;Jack;Self play;Fail;1;76;100%
1107;12.01.2022 07:27:56;-6,40309;Madox;Self play;Win;2;337;19%
1108;12.01.2022 07:27:56;-44,6062;Jack;Self play;Fail;2;337;100%
1109;12.01.2022 07:28:14;-23,29008;Madox;Self play;Fail;1;162;100%
1110;12.01.2022 07:28:14;4,779758;Jack;Self play;Win;1;162;100%
1111;12.01.2022 07:28:48;-42,33898;Madox;Self play;Fail;2;322;34%
1112;12.01.2022 07:28:48;-1,857868;Jack;Self play;Win;2;322;29%
1113;12.01.2022 07:28:53;-12,23503;Madox;Self play;Fail;1;49;100%
1114;12.01.2022 07:28:53;3,017503;Jack;Self play;Win;1;49;93%
1115;12.01.2022 07:29:07;-2,983389;Madox;Self play;Win;1;137;100%
1116;12.01.2022 07:29:07;-17,9045;Jack;Self play;Fail;1;137;100%
1117;12.01.2022 07:29:10;6,942248;Madox;Self play;Win;1;23;81%
1118;12.01.2022 07:29:10;-2,339999;Jack;Self play;Fail;1;23;81%
1119;12.01.2022 07:29:11;-5,940002;Madox;Self play;Fail;1;14;100%
1120;12.01.2022 07:29:11;0,9955045;Jack;Self play;Win;1;14;100%
1121;12.01.2022 07:29:14;1,824254;Madox;Self play;Win;1;19;100%
1122;12.01.2022 07:29:14;-5,610002;Jack;Self play;Fail;1;19;100%
1123;12.01.2022 07:30:19;-45,80117;Madox;Self play;Fail;3;621;42%
